"BAX-Baxter International (BAX) Surpasses Q2 Earnings and Revenue Estimates-Baxter (BAX) delivered earnings and revenue surprises of 8.45% and 0.21%, respectively, for the quarter ended June 2018. Do the numbers hold clues to what lies ahead for the stock?",,,,,,
LLY-Tracking Ken Fisher's Fisher Asset Management Portfolio - Q1 2018 Update-NA,,,,,,
"HSIC-Henry Schein, Inc. (HSIC) CEO Stanley Bergman on Q2 2018 Results - Earnings Call Transcript-NA",,,,,,
"HAS-It's Time to Get Greedy With These Dividend Stocks-Fear is driving investors away from Hasbro, Apple, and Starbucks -- which is precisely what makes them buys.",,,,,,
PFG-Dividend Champions For February 2018-Three New Champions; 23 New Challengers. CCC Universe expands to 844 companies. Dividend increases come Fast and Furious heading into Groundhog Day.,,,,,,
"KR-Kroger supermarket chain may feed rally in share price -Barron's-NEW YORK, May 13 (Reuters) - Shares of Kroger Co appear poised to rise as investors realize that the U.S supermarket chain is trading at a discount and luring customers away from rivals, Barron's reported.",,,,,,
PHM-PulteGroup Brings Back Centex to Expand First-Time Buyer Base-PulteGroup (PHM) reintroduces Centex brand in Georgia to cash in on the rising demand in Metro Atlanta.,,,,,,
TSN-Tyson Foods (TSN) Up 1.6% Since Earnings Report: Can It Continue?-Tyson Foods (TSN) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,,,,,,
"V-Skagen just debuted a new version of its gorgeous smartwatch, starting at $275 — here's everything that's new-One of the most beautiful smartwatches running Google's Wear OS just got an upgrade. Skagen — a Danish-inspired, hyper-minimalist watch brand — introduced on Wednesday the Falster 2, an upgrade to the Falster smartwatch it introduced earlier this ...",,,,,,
"BA-Boeing to have 51 percent stake in new venture with Embraer: paper-BRASILIA (Reuters) - Boeing Co will have a 51 percent stake in a joint company currently being negotiating with Brazilian aircraft maker Embraer , O Globo newspaper columnist Lauro Jardim reported on Sunday.",,,,,,
PYPL-Investors Remember PayPal Has Largest Financial Wallet in the Western World-PayPal shares have managed to shrug off concerns about its relationship with EBay. Here is why....PYPL,,,,,,
KHC-UPDATE 1-Billionaire investor Warren Buffett to retire from Kraft Heinz board-Feb 23 (Reuters) - Kraft Heinz Co said on Friday billionaire investor Warren Buffett has decided to retire from the company's board following the end of his term in April to reduce travel commitments.,,,,,,
NI-NiSource Inc. 2018 Q2 - Results - Earnings Call Slides-NA,,,,,,
"PNC-How Far Could PNC Financial Fall?-For the past several years, I have specialized in researching cyclical stocks. My research has mostly focused on finding the best way to profit from quality sto",,,,,,
"SRCL-Stericycle, Inc. 2018 Q1 - Results - Earnings Call Slides-The following slide deck was published by Stericycle, Inc. in conjunction with their 2018 Q1 earnings call.",,,,,,
"RJF-This is a totally normal sell-off, nothing to panic over: Strategist-Rebecca Patterson of Bessemer Trust and Jeffrey Saut of Raymond James break down Friday's trading action after the closing bell.",,,,,,
"RJF-Suburban Propane Partners upgraded to outperform from market perform at Raymond James-This is a Real-time headline. These are breaking news, delivered the minute it happens, delivered ticker-tape style. Visit www.marketwatch.com or the quote page for more information about this breaking news.",,,,,,
ADP-USD/CHF stays in red below 0.97 on disappointing ADP report-Private sector employment grows less than expected in the U.S. Unit labor costs decline 1% in the second quarter. US Dollar Index stays near 95 ahead of PMI data. The USD/CHF pair stays under a modest selling pressure and trades below in the early...,,,,,,
UHS-Hospital group may be under pressure after UHS Q1 report - Bloomberg-NA,,,,,,
EBAY-There is an underground market for Fortnite accounts and gamers are making a ton of money on it-Fortnite gamers are selling their accounts and services on sites like eBay in order to make a profit.,,,,,,
"AET-A $1 Billion Real Estate Boon Near Newark Commuter Station-SJP Properties and Aetna Realty are planning to spend as much as $1 billion on a project beside a Newark, New Jersey, commuter-rail hub, the latest in a spree of upscale developments that have brought new optimism to the long-suffering city.",,,,,,
"V-NYSE trader: I like big tech stocks and Home Depot heading into Q3-Alan Valdes, director of floor operations at Silverbear Capital, joins Yahoo Finance's Seana Smith from the New York Stock Exchange to discuss the latest market moves.Here's the Q2 performance of top S&P 500 stocks as of 1:30 pm ET:TWTR",Twitte...,,,,,
"KIM-Retail REITs Surge After Court Ruling, Homebuilders Dive On Cost Concerns-NA",,,,,,
SCG-SCG Crosses Below Key Moving Average Level-In trading on Monday shares of SCANA Corp Symbol SCG crossed below their 200 day moving average of 38 23 changing hands as low as 34 80 per share SCANA Corp shares are currently trading down about 9 9 on the day The chart below shows the one year ...,,,,,,
"CBS-CBS's interim chairman, Richard Parsons, resigns from board because of ill health-Richard Parsons, who said he had complications from a form of cancer, will be replaced by Strauss Zelnick, who founded the media-focused private equity firm Zelnick Media Capital, according to the statement.",,,,,,
CHTR-MARKETS: Goldman says buy Sonos—here's why-Yahoo Finance's Jared Blikre joins Melody Hahm from the floor of the New York Stock Exchange to break down the latest market moves. Here's the performance of the Nasdaq 100 component stocks as of 10:00 am ET: NFLX Netflix Inc 3.63% WYNN Wynn Resor...,,,,,,
FTI-Linde says FTC's Commissioners looking into merger-Linde says FTC's Commissioners looking into merger,,,,,,
"MRK-Cantor Fitzgerald Double Downgrades NewLink Genetics After Incyte's Disappointing Trial-NewLink Genetics Corp (NASDAQ: NLNK ), a late-stage biopharmaceutical company that focuses on cancer treatments, said on Friday it will review its clinical program after Merck & Co., Inc. (NYSE: MRK ) ...",,,,,,
PG-Consumer favorites routed along with rest of market-NA,,,,,,
"FB-Dorsey Says InfoWars' Alex Jones Hasn't Violated Twitter's Rules-Twitter Inc. Chief Executive Officer Jack Dorsey said that Alex Jones and his show InfoWars can continue to use the service because they haven’t violated the social-media company’s policies, despite decisions by Facebook Inc. and Google’s YouTube ...",,,,,,
FOX-Wall Street Breakfast: Fate Of The Iran Nuclear Deal?-NA,,,,,,
"PNC-The future of NAFTA as Mexico elects a new president-William Adams of The PNC Financial Services Group says there is unlikely to be ""much appetite"" for Mexico to withdraw from the North American Free Trade Agreement.",,,,,,
"COST-VC Deals Of The Week: Mega-Rounds For Slack, One Medical, And Getaround-NA",,,,,,
SYK-SEC charges Stryker (again) for violating Foreign Corrupt Practices Act-NA,,,,,,
"CMCSA-Shares of Comcast down more than 2% premarket-This is a Real-time headline. These are breaking news, delivered the minute it happens, delivered ticker-tape style. Visit www.marketwatch.com or the quote page for more information about this breaking news.",,,,,,
"ESS-Dividend Contenders: 32 Increases Expected By The End Of April-Tanger Factory Outlet to become the newest Champion. NextEra, Ross Stores, Albemarle, and Essex inch closer to Champion status. Which companies will provide dou",,,,,,
"AGN-Cramer's lightning round: Buy into Allergan's roaring stock below $180-Jim Cramer rattles off his take on callers' favorite stocks, including a pharmaceutical play on a tear.",,,,,,
HD-Cramer calls on investors to give Home Depot the benefit of the doubt after earnings miss-Jim Cramer defends Home Depot's earnings call despite the company's weaker than expected quarterly report.,,,,,,
UNP-13 Mega Stocks With Rising Dividend Estimates-13 Mega Stocks With Rising Dividend Estimates: Barron’s lists companies whose dividend estimates have increased by at least 2% over the last six months.,,,,,,
"GOOG-Google, Facebook Face $8.8B GDPR Suits on Day One-The General Data Protection Regulation (GDPR) that came into effect on May 25 has started to show its might.  Max Schrems, a prominent Australian privacy campaigner, has filed four different lawsuits against Facebook Inc. ( FB) and Alphabet Inc.’s...",,,,,,
SCHW-Steady As She Goes For AllianceBernstein-NA,,,,,,
MAR-Marriott International (MAR) Q4 2017 Results - Earnings Call Transcript-NA,,,,,,
PSA-BRIEF-Public Storage - CEO Ronald Havner's FY 2017 Total Compensation Was $10.5 Mln V/s $11.2 Mln In FY 2016-* PUBLIC STORAGE SAYS CEO RONALD HAVNER'S FY 2017 TOTAL COMPENSATION WAS $10.5 MILLION VERSUS $11.2 MILLION IN FY 2016 - SEC FILING,,,,,,
PM-How To Retire With Dividend Stocks And Recession Fears-NA,,,,,,
"TIF-Tiffany sales lose sparkle-Tiffany's quarterly same store sales grew but disappointed Wall Street, and its profit forecast was also largely below expectations. Fred Katayama reports.}",,,,,,
"GOOGL-Initial Coin Offerings To Watch: Keep Network, Traxia-Market Analysis by Viktor Shpakovsky covering: Deutsche Bank AG NA O.N., Alphabet Inc Class A, Alphabet Inc C, ETH/USD. Read Viktor Shpakovsky's Market Analysis on Investing.com",,,,,,
"BDX-Becton, Dickinson's Dividend Continues To Grow Post C.R. Bard Acquisition-NA",,,,,,
TSN-Alpha Achieved: How I Beat The Market-NA,,,,,,
"KHC-The Zacks Analyst Blog Highlights: Cisco, Kraft Heinz, Sinopec, Glaxo and Progressive-The Zacks Analyst Blog Highlights: Cisco, Kraft Heinz, Sinopec, Glaxo and Progressive",,,,,,
"PFG-Zacks.com featured highlights include: MGM, Huntsman, Principal Financial, Unum and Wintrust-Zacks.com featured highlights include: MGM, Huntsman, Principal Financial, Unum and Wintrust",,,,,,
NUE-Top steel CEO says US 'desperately' needs new infrastructure to sustain economic boom-Jim Cramer speaks to Nucor Chairman and CEO John Ferriola about Chinese steel dumping and President Trump's agenda.,,,,,,
"AMP-Automotive Properties REIT Completes $55 Million Equity Offering-Automotive Properties REIT Completes $55 Million Equity Offering Canada NewsWire TORONTO, Oct. 16, 2018 /NOT FOR DISTRIBUTION IN THE UNITED STATES OR OVER UNITED STATES WIRE SERVICES/ TORONTO , Oct. 16, 2018 /CNW/ - Automotive Properties Real Esta...",,,,,,
"PEP-PepsiCo, Inc. - Taking All The Right Steps-NA",,,,,,
NTAP-Is NetApp (NTAP) Outperforming Other Computer and Technology Stocks This Year?-Is (NTAP) Outperforming Other Computer and Technology Stocks This Year?,,,,,,
PEP-PepsiCo declares $0.9275 dividend-NA,,,,,,
LYB-LyondellBasell moves higher as Barron's touts 'plastic is fantastic'-NA,,,,,,
"DAL-Delta is sued by Port Authority over 2015 skid at NY's LaGuardia Airport-NEW YORK, Feb 27 (Reuters) - Delta Air Lines Inc was sued on Tuesday by the Port Authority of New York and New Jersey for damage caused when a jet skidded off a runway at New York's LaGuardia Airport during a March 5, 2015, snowstorm.",,,,,,
AWK-New Jersey American Water signs agreement to purchase Roxbury Water Company-NA,,,,,,
O-Is The Dividend Of Realty Income Sustainable? A Cash Flow Analysis-NA,,,,,,
"D-U.S. Cove Point LNG terminal begins commercial LNG deliveries - data-SINGAPORE/LONDON, April 16 (Reuters) - The first contractual liquefied natural gas (LNG) cargo from Dominion Energy Inc's newly constructed Cove Point LNG export plant in Maryland in the United States left the facility on Monday, Thomson Reuters E...",,,,,,
LMT-Raytheon: Operational Strength Creates Value For Shareholders-NA,,,,,,
NVDA-By The Numbers: Growth Leaders With Rising Earnings Expectations-NA,,,,,,
ECL-Ecolab Inc. 2018 Q2 - Results - Earnings Call Slides-The following slide deck was published by Ecolab Inc. in conjunction with their 2018 Q2 earnings call.,,,,,,
UTX-Defense stocks in focus after Syria attack-NA,,,,,,
VTR-A Senior Living REIT Boasting a Nearly 6% Yield-Ventas will benefit as the wave of baby-boomer retirements gathers strength and demand for senior housing catches up with supply. A total return of over 20% is possible.,,,,,,
ISRG-Here's Why You Should Invest in Intuitive Surgical Right Now-Intuitive Surgical (ISRG) gains on solid Q1 results and strength in da Vinci platform.,,,,,,
FTI-TechnipFMC declares $0.13 dividend-NA,,,,,,
"ADI-EARNINGS: Blackberry reports surprise profit, stock volatile in early trading-Yahoo Finance's Alexis Christoforous and Jared Blikre break down the latest market action after the company reported first quarter earnings that beat Wall Street expectations.Here's the performance of the components of the Nasdaq 100 Index as of...",,,,,,
VZ-Missed A Hot IPO? Subscriptions Soar Towards 5 Million At This Startup-NA,,,,,,
"EQT-Top 10 Market Movers With Insider Buying As Of June 8, 2018-NA",,,,,,
"DISCK-Investors' Radars Failed to Catch Discovery Communications (DISCA), Has Yours?-Discovery Communications (DISCA) looks well positioned for a solid gain, but has been overlooked by investors lately.",,,,,,
ROK-Rockwell Automation declares $0.92 dividend-NA,,,,,,
VRTX-Pfizer facing difficult path to ramp up biosimilar business-NA,,,,,,
"CCI-CCI dismisses two complaints against DLF-Fair trade regulator CCI has dismissed two complaints alleging abuse of dominance against realty major DLF with regard to conditions in the sale agreement of residential apartments in Gurgaon. Apart from DLF, the complaints were also against DLF N...",,,,,,
"PPL-PPL Corp (PPL) Beats Q2 Earnings Estimates, Raises Guidance-PPL Corp's (PPL) Q2 earnings beat estimates due to strong contribution from its U.K. regulated operations.",,,,,,
"EA-Electronic Arts (EA) to Report Q4 Earnings: What's in Store?-Electronic Arts' (EA) fiscal fourth-quarter 2018 results are likely to benefit from its shift to digital. However, underperformance of Battlefront 2 will remain an overhang.",,,,,,
"UA-These 3 Companies Lost Their Pricing Power-GoPro, Fitbit, and Under Armour all overestimated their premium appeal.",,,,,,
CHD-Taking A Closer Look At Unilever-NA,,,,,,
"ROP-Roper beats by $0.12, beats on revenue-NA",,,,,,
ISRG-Has Intuitive Surgical (ISRG) Outpaced Other Medical Stocks This Year?-Is (ISRG) Outperforming Other Medical Stocks This Year?,,,,,,
BMY-Bristol-Myers Squibb (BMY) and Nektar Therapeutics (NKTR) agree to at develop and commercialize the combinations of NKTR-214 and Opdivo (nivolumab) an-NA,,,,,,
"KIM-Kimco Realty FFO in-line, beats on revenue-Kimco Realty FFO in-line, beats on revenue",,,,,,
"KEY-A Rs 10,000 crore battle is brewing between Reliance and Maharashtra-Mysore Colony lies in a part of Mumbai that is distinct from the city that most people see. This is the industrial quarters of the city, in the east. There are no skyscrapers here. Tall grey chimneys billow smoke.There are imposing storage tanks f...",,,,,,
"JBHT-Upcoming Dividends; 45 Companies, 9 Double Digit Increases-NA",,,,,,
"VRTX-MARKETS: Intel burnt, Micron upgraded, Netflix initiated, Spotify overweight and Square cut-Yahoo Finance's Alexis Christoforous and Jared Blikre break down the latest market action after several sell-side analyst coverage notes were published on tech sector stocks. Here's the performance of select Nasdaq stocks as of 10:30 am ET: NFLX N...",,,,,,
"MMM-3M’s New Sustainability and Product Stewardship Organization-On May 21, 3M (MMM) took a new initiative and announced the formation of the Sustainability and Product Stewardship Organization.  The new organization will be led by Dr. Gayle Schuller, the vice president and chief sustainability officer of 3M’s ...",,,,,,
"ABT-A new lawsuit accuses New York City Ballet male dancers of trading explicit photos of female ballerinas with donors who suggested they 'abuse them like farm animals'-Former New York City Ballet student Alexandra Waterbury, 19, filed a lawsuit on Wednesday against the company and its former principal dancer and her ex-boyfriend, Chase Finlay. Waterbury claims that 28-year-old Finlay and fellow male dancers, as ...",,,,,,
"JEC-The Zacks Analyst Blog Highlights: Jacobs Engineering Group, Norbord, Boise Cascade and Sterling Construction-The Zacks Analyst Blog Highlights: Jacobs Engineering Group, Norbord, Boise Cascade and Sterling Construction",,,,,,
"PM-FDA's tobacco stance faces test with Philip Morris iQOS device-WASHINGTON (Reuters) - In a decision expected to test the Trump administration's approach to tobacco regulation, U.S. health advisers will vote this week on whether to allow Philip Morris International Inc to sell its novel iQOS tobacco device and...",,,,,,
"HBI-2 Great Stocks You Can Buy on Sale-Even in a raging bull market, there are still cheap stocks available.",,,,,,
UNM-Unum completes purchase of Pramerica-NA,,,,,,
ADBE-Adobe Acquires Shopify Rival Magento for $1.7B-Adobe's purchase enters the Photoshop owner into the cloud-based commerce service market.,,,,,,
EMR-GE wins new respect from bearish analyst but shares little changed-NA,,,,,,
DISCA-Discovery Is Undervalued - Cramer's Lightning Round (6/11/18)-NA,,,,,,
AMAT-This Pick And Shovel Stock Is Still A Value-NA,,,,,,
"EMN-Celanese: Excellent Results, But Shares Need To Pause-NA",,,,,,
"IP-Is International Paper (IP) a Good Pick for Income Investors?-Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does International Paper (IP) have what it takes? Let's find out.",,,,,,
ANTM-Anthem Inc.: Good Investment In The Healthcare Industry-NA,,,,,,
"ALK-3 Big Stock Charts for Tuesday: GGP, Alaska Air Group and Varian Medical Systems-Far more tame were stock charts of GGP (NYSE:GGP), Alaska Air Group (NYSE:ALK) and Varian Medical Systems (NYSE:VAR), which are heading into Tuesday’s action as a trader’s top prospects — largely because they didn’t dish out tricky, unfounded vola...",,,,,,
"HOG-Upcoming Dividends; 75 Companies, 33 Increases, 18 Double Digit Increases!-NA",,,,,,
"GIS-General Mills Q4 EPS 59 cents vs. 69 cents a year ago-This is a Real-time headline. These are breaking news, delivered the minute it happens, delivered ticker-tape style. Visit www.marketwatch.com or the quote page for more information about this breaking news.",,,,,,
BSX-FDA OKs Boston Scientific's Eluvia DES; shares up 1% premarket-NA,,,,,,
BBY-Retail heavyweights lead sector higher-NA,,,,,,
SBUX-Starbucks preps for launch in Italy-NA,,,,,,
ROST-3 Must Own Stocks And Yield And The Corporate Life Cycle - The 'Making Money While I Sleep' Portfolio September Update-NA,,,,,,
"TXN-Income Investors: For Every 2 Ts, Buy 1 HD-NA",,,,,,
SBAC-Why Is SBA Communications (SBAC) Down 1% Since Last Earnings Report?-SBA Communications (SBAC) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,,,,,,
"MRK-Merck Reports Positive Phase III Liver Cancer Data on Keytruda-Merck (MRK), announces first time results from the phase II study evaluating the use Keytruda in patients with advanced hepatocellular carcinoma (HCC), previously treated with sorafenib.",,,,,,
"GPS-Big U.S. Trade Gap Expected, and European Stimulus Plan at Issue-Walt Disney’s chief executive will face questions on the company’s plans in the wake of its deal with Fox, and a new government shutdown looms.",,,,,,
DWDP-MARKETS: GE gets kicked out of the Dow—why that might be good for GE-Yahoo Finance's Alexis Christoforous and Jared Blikre break down the latest market action after Walgreens replaces General Electric in the Dow Jones Industrial Average — 122 years after first being handpicked by Charles Dow himself. Here's the per...,,,,,,
"BA-Air India grounds 19 aircrafts due to lack of spares: ICPA-Debt-laden Air India has grounded as many as 19 aircraft, including nine Airbus A321, due to want of spares, resulting in a significant loss of revenue to the carrier besides flight cancellations, one of its pilots' body has alleged.Besides, there...",,,,,,
"KMX-CarMax beats by $0.09, beats on revenue-NA",,,,,,
